Date,Demographic_category,Administered_Dose1,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,census
2021-02-15,Ages_65-74_yrs,9136280,2145722,30.8,7.2,29660538
2021-02-14,Ages_65-74_yrs,8832413,2018084,29.8,6.8,29660538
2021-02-13,Ages_65-74_yrs,8405000,1791848,28.3,6,29660538
2021-02-12,Ages_65-74_yrs,7979633,1585561,26.9,5.3,29660538
2021-02-11,Ages_65-74_yrs,7601040,1387343,25.6,4.7,29660538
2021-02-10,Ages_65-74_yrs,7296650,1244805,24.6,4.2,29660538
2021-02-09,Ages_65-74_yrs,7010449,1124927,23.6,3.8,29660538
2021-02-08,Ages_65-74_yrs,6831468,1061480,23,3.6,29660538
2021-02-07,Ages_65-74_yrs,6594815,1003779,22.2,3.4,29660538
2021-02-06,Ages_65-74_yrs,6206989,866088,20.9,2.9,29660538
2021-02-05,Ages_65-74_yrs,5794754,732374,19.5,2.5,29660538
2021-02-04,Ages_65-74_yrs,5479895,655092,18.5,2.2,29660538
2021-02-03,Ages_65-74_yrs,5207544,578534,17.6,2,29660538
2021-02-02,Ages_65-74_yrs,4999858,528149,16.9,1.8,29660538
2021-02-01,Ages_65-74_yrs,4875866,505790,16.4,1.7,29660538
2021-01-31,Ages_65-74_yrs,4644157,471365,15.7,1.6,29660538
2021-01-30,Ages_65-74_yrs,4318326,426500,14.6,1.4,29660538
2021-01-29,Ages_65-74_yrs,3990934,372471,13.5,1.3,29660538
2021-01-28,Ages_65-74_yrs,3671786,316404,12.4,1.1,29660538
2021-01-27,Ages_65-74_yrs,3377710,273337,11.4,0.9,29660538
2021-01-26,Ages_65-74_yrs,3168752,244392,10.7,0.8,29660538
2021-01-25,Ages_65-74_yrs,3007375,234746,10.1,0.8,29660538
2021-01-24,Ages_65-74_yrs,2817332,225092,9.5,0.8,29660538
2021-01-23,Ages_65-74_yrs,2524198,208030,8.5,0.7,29660538
2021-01-22,Ages_65-74_yrs,2237957,184272,7.5,0.6,29660538
2021-01-21,Ages_65-74_yrs,1977985,155680,6.7,0.5,29660538
2021-01-20,Ages_65-74_yrs,1811228,137349,6.1,0.5,29660538
2021-01-19,Ages_65-74_yrs,1655135,126590,5.6,0.4,29660538
2021-01-18,Ages_65-74_yrs,1575267,122387,5.3,0.4,29660538
2021-01-17,Ages_65-74_yrs,1470228,117243,5,0.4,29660538
2021-01-16,Ages_65-74_yrs,1301574,108112,4.4,0.4,29660538
2021-01-15,Ages_65-74_yrs,1103389,96203,3.7,0.3,29660538
2021-01-14,Ages_65-74_yrs,980929,79556,3.3,0.3,29660538
2021-01-13,Ages_65-74_yrs,878521,63187,3,0.2,29660538
2021-01-12,Ages_65-74_yrs,785723,48325,2.6,0.2,29660538
2021-01-11,Ages_65-74_yrs,738095,43646,2.5,0.1,29660538
2021-01-10,Ages_65-74_yrs,696871,37083,2.3,0.1,29660538
2021-01-09,Ages_65-74_yrs,585589,22993,2,0.1,29660538
2021-01-08,Ages_65-74_yrs,500295,12473,1.7,0,29660538
2021-01-07,Ages_65-74_yrs,423281,5947,1.4,0,29660538
2021-01-06,Ages_65-74_yrs,363009,2455,1.2,0,29660538
2021-01-05,Ages_65-74_yrs,321261,1355,1.1,0,29660538
2021-01-04,Ages_65-74_yrs,309074,1268,1,0,29660538
2021-01-03,Ages_65-74_yrs,290958,1192,1,0,29660538
2021-01-02,Ages_65-74_yrs,274594,1125,0.9,0,29660538
2021-01-01,Ages_65-74_yrs,245891,989,0.8,0,29660538
2020-12-31,Ages_65-74_yrs,199802,796,0.7,0,29660538
2020-12-30,Ages_65-74_yrs,161618,603,0.5,0,29660538
2020-12-29,Ages_65-74_yrs,132949,392,0.4,0,29660538
2020-12-28,Ages_65-74_yrs,124340,341,0.4,0,29660538
2020-12-27,Ages_65-74_yrs,118029,324,0.4,0,29660538
2020-12-26,Ages_65-74_yrs,111285,306,0.4,0,29660538
2020-12-25,Ages_65-74_yrs,98655,266,0.3,0,29660538
2020-12-24,Ages_65-74_yrs,71927,200,0.2,0,29660538
2020-12-23,Ages_65-74_yrs,50738,130,0.2,0,29660538
2020-12-22,Ages_65-74_yrs,36906,102,0.1,0,29660538
2020-12-21,Ages_65-74_yrs,30562,80,0.1,0,29660538
2020-12-20,Ages_65-74_yrs,23427,55,0.1,0,29660538
2020-12-19,Ages_65-74_yrs,10996,30,0,0,29660538
2020-12-18,Ages_65-74_yrs,3929,7,0,0,29660538
2020-12-17,Ages_65-74_yrs,791,2,0,0,29660538
2020-12-16,Ages_65-74_yrs,68,0,0,0,29660538
2021-07-19,Ages_50-64_yrs,44082589,38966320,75.1,66.4,58699376
2021-07-18,Ages_50-64_yrs,44033097,38922119,75,66.3,58699376
2021-07-17,Ages_50-64_yrs,43986491,38880216,74.9,66.2,58699376
2021-07-16,Ages_50-64_yrs,43927467,38825453,74.8,66.1,58699376
2021-07-15,Ages_50-64_yrs,43880669,38779454,74.8,66.1,58699376
2021-07-14,Ages_50-64_yrs,43830409,38732013,74.7,66,58699376
2021-07-13,Ages_50-64_yrs,43782167,38651027,74.6,65.8,58699376
2021-07-12,Ages_50-64_yrs,43753020,38622082,74.5,65.8,58699376
2021-07-11,Ages_50-64_yrs,43712840,38581044,74.5,65.7,58699376
2021-07-10,Ages_50-64_yrs,43660351,38525952,74.4,65.6,58699376
2021-07-09,Ages_50-64_yrs,43610351,38471703,74.3,65.5,58699376
2021-07-08,Ages_50-64_yrs,43558768,38411594,74.2,65.4,58699376
2021-07-07,Ages_50-64_yrs,43498373,38347149,74.1,65.3,58699376
2021-07-06,Ages_50-64_yrs,43467696,38288027,74.1,65.2,58699376
2021-07-05,Ages_50-64_yrs,43447842,38267526,74,65.2,58699376
2021-07-04,Ages_50-64_yrs,43413080,38232498,74,65.1,58699376
2021-07-03,Ages_50-64_yrs,43359659,38171118,73.9,65,58699376
2021-07-02,Ages_50-64_yrs,43276057,38022594,73.7,64.8,58699376
2021-07-01,Ages_50-64_yrs,43224697,37959328,73.6,64.7,58699376
2021-06-30,Ages_50-64_yrs,43102144,37757021,73.4,64.3,58699376
2021-06-29,Ages_50-64_yrs,42939945,37606724,73.2,64.1,58699376
2021-06-28,Ages_50-64_yrs,42882142,37526960,73.1,63.9,58699376
2021-06-27,Ages_50-64_yrs,42819233,37371929,72.9,63.7,58699376
2021-06-26,Ages_50-64_yrs,42746300,37193409,72.8,63.4,58699376
2021-06-25,Ages_50-64_yrs,42678665,37097928,72.7,63.2,58699376
2021-06-24,Ages_50-64_yrs,42674076,37052123,72.7,63.1,58699376
2021-06-23,Ages_50-64_yrs,42607994,36969975,72.6,63,58699376
2021-06-22,Ages_50-64_yrs,42552204,36903281,72.5,62.9,58699376
2021-06-21,Ages_50-64_yrs,42500862,36836104,72.4,62.8,58699376
2021-06-20,Ages_50-64_yrs,42459648,36776209,72.3,62.7,58699376
2021-06-19,Ages_50-64_yrs,42399269,36687790,72.2,62.5,58699376
2021-06-18,Ages_50-64_yrs,42323964,36578071,72.1,62.3,58699376
2021-06-17,Ages_50-64_yrs,42255594,36460979,72,62.1,58699376
2021-06-16,Ages_50-64_yrs,42116175,36242617,71.7,61.7,58699376
2021-06-15,Ages_50-64_yrs,42063485,36148809,71.7,61.6,58699376
2021-06-14,Ages_50-64_yrs,41992946,36019329,71.5,61.4,58699376
2021-06-13,Ages_50-64_yrs,41920564,35805386,71.4,61,58699376
2021-06-12,Ages_50-64_yrs,41844318,35672416,71.3,60.8,58699376
2021-06-11,Ages_50-64_yrs,41746233,35509731,71.1,60.5,58699376
2021-06-10,Ages_50-64_yrs,41698020,35437845,71,60.4,58699376
2021-06-09,Ages_50-64_yrs,41639112,35344967,70.9,60.2,58699376
2021-06-08,Ages_50-64_yrs,41590472,35269215,70.9,60.1,58699376
2021-06-07,Ages_50-64_yrs,41524312,35167091,70.7,59.9,58699376
2021-06-06,Ages_50-64_yrs,41448743,35050094,70.6,59.7,58699376
2021-06-05,Ages_50-64_yrs,41358718,34907633,70.5,59.5,58699376
2021-06-04,Ages_50-64_yrs,41265311,34781250,70.3,59.3,58699376
2021-06-03,Ages_50-64_yrs,41151342,34598340,70.1,58.9,58699376
2021-06-02,Ages_50-64_yrs,41094224,34490900,70,58.8,58699376
2021-06-01,Ages_50-64_yrs,41054019,34428380,69.9,58.7,58699376
2021-05-31,Ages_50-64_yrs,41009142,34368847,69.9,58.6,58699376
2021-05-30,Ages_50-64_yrs,40922111,34247467,69.7,58.3,58699376
2021-05-29,Ages_50-64_yrs,40827260,34095576,69.6,58.1,58699376
2021-05-28,Ages_50-64_yrs,40702066,33892162,69.3,57.7,58699376
2021-05-27,Ages_50-64_yrs,40595531,33720581,69.2,57.4,58699376
2021-05-26,Ages_50-64_yrs,40515518,33501954,69,57.1,58699376
2021-05-25,Ages_50-64_yrs,40400247,33325151,68.8,56.8,58699376
2021-05-24,Ages_50-64_yrs,40331504,33222758,68.7,56.6,58699376
2021-05-23,Ages_50-64_yrs,40240988,33080900,68.6,56.4,58699376
2021-05-22,Ages_50-64_yrs,40109108,32847237,68.3,56,58699376
2021-05-21,Ages_50-64_yrs,39916473,32558403,68,55.5,58699376
2021-05-20,Ages_50-64_yrs,39751066,32278780,67.7,55,58699376
2021-05-19,Ages_50-64_yrs,39597200,32017144,67.5,54.5,58699376
2021-05-18,Ages_50-64_yrs,39476597,31785538,67.3,54.1,58699376
2021-05-17,Ages_50-64_yrs,39392430,31647681,67.1,53.9,58699376
2021-05-16,Ages_50-64_yrs,39293495,31467385,66.9,53.6,58699376
2021-05-15,Ages_50-64_yrs,39148387,31195736,66.7,53.1,58699376
2021-05-14,Ages_50-64_yrs,38970515,30834795,66.4,52.5,58699376
2021-05-13,Ages_50-64_yrs,38833401,30539784,66.2,52,58699376
2021-05-12,Ages_50-64_yrs,38679282,30205938,65.9,51.5,58699376
2021-05-11,Ages_50-64_yrs,38558654,29949675,65.7,51,58699376
2021-05-10,Ages_50-64_yrs,38416800,29720605,65.4,50.6,58699376
2021-05-09,Ages_50-64_yrs,38255039,29407298,65.2,50.1,58699376
2021-05-08,Ages_50-64_yrs,38066635,29001549,64.9,49.4,58699376
2021-05-07,Ages_50-64_yrs,37848662,28555653,64.5,48.6,58699376
2021-05-06,Ages_50-64_yrs,37585557,28042456,64,47.8,58699376
2021-05-05,Ages_50-64_yrs,37291738,27576568,63.5,47,58699376
2021-05-04,Ages_50-64_yrs,37134637,27264319,63.3,46.4,58699376
2021-05-03,Ages_50-64_yrs,37044312,27092927,63.1,46.2,58699376
2021-05-02,Ages_50-64_yrs,36939475,26883736,62.9,45.8,58699376
2021-05-01,Ages_50-64_yrs,36746833,26481134,62.6,45.1,58699376
2021-04-30,Ages_50-64_yrs,36423339,25874514,62.1,44.1,58699376
2021-04-29,Ages_50-64_yrs,36159444,25377844,61.6,43.2,58699376
2021-04-28,Ages_50-64_yrs,35900435,24887535,61.2,42.4,58699376
2021-04-27,Ages_50-64_yrs,35680703,24476948,60.8,41.7,58699376
2021-04-26,Ages_50-64_yrs,35507718,24209316,60.5,41.2,58699376
2021-04-25,Ages_50-64_yrs,35276802,23827045,60.1,40.6,58699376
2021-04-24,Ages_50-64_yrs,34964918,23232425,59.6,39.6,58699376
2021-04-23,Ages_50-64_yrs,34633172,22568041,59,38.4,58699376
2021-04-22,Ages_50-64_yrs,34301578,21913317,58.4,37.3,58699376
2021-04-21,Ages_50-64_yrs,33995719,21335166,57.9,36.3,58699376
2021-04-20,Ages_50-64_yrs,33721305,20855204,57.4,35.5,58699376
2021-04-19,Ages_50-64_yrs,33502693,20558243,57.1,35,58699376
2021-04-18,Ages_50-64_yrs,33271140,20177278,56.7,34.4,58699376
2021-04-17,Ages_50-64_yrs,32843071,19469968,56,33.2,58699376
2021-04-16,Ages_50-64_yrs,32397335,18767649,55.2,32,58699376
2021-04-15,Ages_50-64_yrs,31878234,18083044,54.3,30.8,58699376
2021-04-14,Ages_50-64_yrs,31392053,17434341,53.5,29.7,58699376
2021-04-13,Ages_50-64_yrs,30912252,16901506,52.7,28.8,58699376
2021-04-12,Ages_50-64_yrs,30547905,16498271,52,28.1,58699376
2021-04-11,Ages_50-64_yrs,30133256,15985341,51.3,27.2,58699376
2021-04-10,Ages_50-64_yrs,29560626,15338693,50.4,26.1,58699376
2021-04-09,Ages_50-64_yrs,28889692,14621081,49.2,24.9,58699376
2021-04-08,Ages_50-64_yrs,28227351,13965124,48.1,23.8,58699376
2021-04-07,Ages_50-64_yrs,27633857,13382714,47.1,22.8,58699376
2021-04-06,Ages_50-64_yrs,27142379,12929749,46.2,22,58699376
2021-04-05,Ages_50-64_yrs,25880653,11968639,44.1,20.4,58699376
2021-04-04,Ages_50-64_yrs,25876958,11960739,44.1,20.4,58699376
2021-04-03,Ages_50-64_yrs,25867139,11942534,44.1,20.3,58699376
2021-04-02,Ages_50-64_yrs,25127053,11398887,42.8,19.4,58699376
2021-04-01,Ages_50-64_yrs,24385139,10922426,41.5,18.6,58699376
2021-03-31,Ages_50-64_yrs,23740072,10536518,40.4,17.9,58699376
2021-03-30,Ages_50-64_yrs,23218231,10233418,39.6,17.4,58699376
2021-03-29,Ages_50-64_yrs,22878667,10038494,39,17.1,58699376
2021-03-28,Ages_50-64_yrs,22418156,9770114,38.2,16.6,58699376
2021-03-27,Ages_50-64_yrs,21706934,9416372,37,16,58699376
2021-03-26,Ages_50-64_yrs,20934351,9085669,35.7,15.5,58699376
2021-03-25,Ages_50-64_yrs,20141794,8801495,34.3,15,58699376
2021-03-24,Ages_50-64_yrs,19464471,8574550,33.2,14.6,58699376
2021-03-23,Ages_50-64_yrs,18860511,8372552,32.1,14.3,58699376
2021-03-22,Ages_50-64_yrs,18470571,8231027,31.5,14,58699376
2021-03-21,Ages_50-64_yrs,17976089,8060834,30.6,13.7,58699376
2021-03-20,Ages_50-64_yrs,17220536,7828053,29.3,13.3,58699376
2021-03-19,Ages_50-64_yrs,16416675,7602674,28,13,58699376
2021-03-18,Ages_50-64_yrs,15803934,7422127,26.9,12.6,58699376
2021-03-17,Ages_50-64_yrs,15160801,7228186,25.8,12.3,58699376
2021-03-16,Ages_50-64_yrs,14652806,7036988,25,12,58699376
2021-03-15,Ages_50-64_yrs,14309496,6898507,24.4,11.8,58699376
2021-03-14,Ages_50-64_yrs,13903354,6738296,23.7,11.5,58699376
2021-03-13,Ages_50-64_yrs,13315341,6526517,22.7,11.1,58699376
2021-03-12,Ages_50-64_yrs,12593489,6260482,21.5,10.7,58699376
2021-03-11,Ages_50-64_yrs,12013135,6052726,20.5,10.3,58699376
2021-03-10,Ages_50-64_yrs,11532527,5875737,19.6,10,58699376
2021-03-09,Ages_50-64_yrs,11157367,5725102,19,9.8,58699376
2021-03-08,Ages_50-64_yrs,10893369,5615720,18.6,9.6,58699376
2021-03-07,Ages_50-64_yrs,10566432,5483612,18,9.3,58699376
2021-03-06,Ages_50-64_yrs,10154712,5325148,17.3,9.1,58699376
2021-03-05,Ages_50-64_yrs,9728647,5167022,16.6,8.8,58699376
2021-03-04,Ages_50-64_yrs,9397585,5042144,16,8.6,58699376
2021-03-03,Ages_50-64_yrs,9146828,4935509,15.6,8.4,58699376
2021-03-02,Ages_50-64_yrs,8919418,4834864,15.2,8.2,58699376
2021-03-01,Ages_50-64_yrs,8737553,4757565,14.9,8.1,58699376
2021-02-28,Ages_50-64_yrs,8523711,4655005,14.5,7.9,58699376
2021-02-27,Ages_50-64_yrs,8260368,4507451,14.1,7.7,58699376
2021-02-26,Ages_50-64_yrs,8018903,4356928,13.7,7.4,58699376
2021-02-25,Ages_50-64_yrs,7815984,4210227,13.3,7.2,58699376
2021-02-24,Ages_50-64_yrs,7666522,4092681,13.1,7,58699376
2021-02-23,Ages_50-64_yrs,7549457,4002128,12.9,6.8,58699376
2021-02-22,Ages_50-64_yrs,7477283,3943756,12.7,6.7,58699376
2021-02-21,Ages_50-64_yrs,7387884,3857738,12.6,6.6,58699376
2021-02-20,Ages_50-64_yrs,7249531,3716528,12.4,6.3,58699376
2021-02-19,Ages_50-64_yrs,7112184,3590064,12.1,6.1,58699376
2021-02-18,Ages_50-64_yrs,6963897,3458995,11.9,5.9,58699376
2021-02-17,Ages_50-64_yrs,6845492,3357386,11.7,5.7,58699376
2021-02-16,Ages_50-64_yrs,6750562,3291908,11.5,5.6,58699376
2021-02-15,Ages_50-64_yrs,6700156,3249199,11.4,5.5,58699376
2021-02-14,Ages_50-64_yrs,6577709,3160463,11.2,5.4,58699376
2021-02-13,Ages_50-64_yrs,6388234,2990813,10.9,5.1,58699376
2021-02-12,Ages_50-64_yrs,6213565,2818331,10.6,4.8,58699376
2021-02-11,Ages_50-64_yrs,6060636,2668196,10.3,4.5,58699376
2021-02-10,Ages_50-64_yrs,5939859,2545189,10.1,4.3,58699376
2021-02-09,Ages_50-64_yrs,5812042,2428845,9.9,4.1,58699376
2021-02-08,Ages_50-64_yrs,5727406,2365569,9.8,4,58699376
2021-02-07,Ages_50-64_yrs,5625868,2287992,9.6,3.9,58699376
2021-02-06,Ages_50-64_yrs,5467418,2128562,9.3,3.6,58699376
2021-02-05,Ages_50-64_yrs,5281293,1950095,9,3.3,58699376
2021-02-04,Ages_50-64_yrs,5157693,1825841,8.8,3.1,58699376
2021-02-03,Ages_50-64_yrs,5036325,1705463,8.6,2.9,58699376
2021-02-02,Ages_50-64_yrs,4956405,1634572,8.4,2.8,58699376
2021-02-01,Ages_50-64_yrs,4897161,1601766,8.3,2.7,58699376
2021-01-31,Ages_50-64_yrs,4790058,1542913,8.2,2.6,58699376
2021-01-30,Ages_50-64_yrs,4624573,1442336,7.9,2.5,58699376
2021-01-29,Ages_50-64_yrs,4459688,1322211,7.6,2.3,58699376
2021-01-28,Ages_50-64_yrs,4296039,1180518,7.3,2,58699376
2021-01-27,Ages_50-64_yrs,4164979,1059801,7.1,1.8,58699376
2021-01-26,Ages_50-64_yrs,4049926,969365,6.9,1.7,58699376
2021-01-25,Ages_50-64_yrs,3959788,941888,6.7,1.6,58699376
2021-01-24,Ages_50-64_yrs,3844684,904216,6.5,1.5,58699376
2021-01-23,Ages_50-64_yrs,3652008,846946,6.2,1.4,58699376
2021-01-22,Ages_50-64_yrs,3482136,773022,5.9,1.3,58699376
2021-01-21,Ages_50-64_yrs,3301342,671813,5.6,1.1,58699376
2021-01-20,Ages_50-64_yrs,3162618,600099,5.4,1,58699376
2021-01-19,Ages_50-64_yrs,3062378,560262,5.2,1,58699376
2021-01-18,Ages_50-64_yrs,2995996,545828,5.1,0.9,58699376
2021-01-17,Ages_50-64_yrs,2887688,528095,4.9,0.9,58699376
2021-01-16,Ages_50-64_yrs,2711707,494761,4.6,0.8,58699376
2021-01-15,Ages_50-64_yrs,2524560,447263,4.3,0.8,58699376
2021-01-14,Ages_50-64_yrs,2359496,376865,4,0.6,58699376
2021-01-13,Ages_50-64_yrs,2226347,301670,3.8,0.5,58699376
2021-01-12,Ages_50-64_yrs,2101299,231508,3.6,0.4,58699376
2021-01-11,Ages_50-64_yrs,2035961,210114,3.5,0.4,58699376
2021-01-10,Ages_50-64_yrs,1946914,177072,3.3,0.3,58699376
2021-01-09,Ages_50-64_yrs,1793880,106028,3.1,0.2,58699376
2021-01-08,Ages_50-64_yrs,1638913,54730,2.8,0.1,58699376
2021-01-07,Ages_50-64_yrs,1476813,25050,2.5,0,58699376
2021-01-06,Ages_50-64_yrs,1336847,9766,2.3,0,58699376
2021-01-05,Ages_50-64_yrs,1229754,4532,2.1,0,58699376
2021-01-04,Ages_50-64_yrs,1193011,4185,2,0,58699376
2021-01-03,Ages_50-64_yrs,1148168,3973,2,0,58699376
2021-01-02,Ages_50-64_yrs,1106250,3873,1.9,0,58699376
2021-01-01,Ages_50-64_yrs,1003991,3569,1.7,0,58699376
2020-12-31,Ages_50-64_yrs,848083,3085,1.4,0,58699376
2020-12-30,Ages_50-64_yrs,719977,2458,1.2,0,58699376
2020-12-29,Ages_50-64_yrs,610805,1656,1,0,58699376
2020-12-28,Ages_50-64_yrs,578667,1469,1,0,58699376
2020-12-27,Ages_50-64_yrs,552243,1383,0.9,0,58699376
2020-12-26,Ages_50-64_yrs,532136,1308,0.9,0,58699376
2020-12-25,Ages_50-64_yrs,478295,1146,0.8,0,58699376
2020-12-24,Ages_50-64_yrs,359050,869,0.6,0,58699376
2020-12-23,Ages_50-64_yrs,258604,604,0.4,0,58699376
2020-12-22,Ages_50-64_yrs,190139,489,0.3,0,58699376
2020-12-21,Ages_50-64_yrs,159121,377,0.3,0,58699376
2020-12-20,Ages_50-64_yrs,122452,245,0.2,0,58699376
2020-12-19,Ages_50-64_yrs,58003,123,0.1,0,58699376
2020-12-18,Ages_50-64_yrs,20530,28,0,0,58699376
2020-12-17,Ages_50-64_yrs,4414,6,0,0,58699376
2020-12-16,Ages_50-64_yrs,472,0,0,0,58699376
2021-07-19,Ages_40-49_yrs,24215429,21035063,65.3,56.8,37058640
2021-07-18,Ages_40-49_yrs,24176492,21001123,65.2,56.7,37058640
2021-07-17,Ages_40-49_yrs,24141614,20970027,65.1,56.6,37058640
2021-07-16,Ages_40-49_yrs,24098902,20931158,65,56.5,37058640
2021-07-15,Ages_40-49_yrs,24063747,20897106,64.9,56.4,37058640
2021-07-14,Ages_40-49_yrs,24025607,20862030,64.8,56.3,37058640
2021-07-13,Ages_40-49_yrs,23989836,20806320,64.7,56.1,37058640
2021-07-12,Ages_40-49_yrs,23965787,20783577,64.7,56.1,37058640
2021-07-11,Ages_40-49_yrs,23933476,20751082,64.6,56,37058640
2021-07-10,Ages_40-49_yrs,23895275,20710564,64.5,55.9,37058640
2021-07-09,Ages_40-49_yrs,23858518,20671456,64.4,55.8,37058640
2021-07-08,Ages_40-49_yrs,23819953,20627888,64.3,55.7,37058640
2021-07-07,Ages_40-49_yrs,23775804,20580260,64.2,55.5,37058640
2021-07-06,Ages_40-49_yrs,23751963,20542264,64.1,55.4,37058640
2021-07-05,Ages_40-49_yrs,23735649,20525503,64,55.4,37058640
2021-07-04,Ages_40-49_yrs,23709189,20499050,64,55.3,37058640
2021-07-03,Ages_40-49_yrs,23667821,20452763,63.9,55.2,37058640
2021-07-02,Ages_40-49_yrs,23606590,20351845,63.7,54.9,37058640
2021-07-01,Ages_40-49_yrs,23567942,20305880,63.6,54.8,37058640
2021-06-30,Ages_40-49_yrs,23493511,20180817,63.4,54.5,37058640
2021-06-29,Ages_40-49_yrs,23388909,20087209,63.1,54.2,37058640
2021-06-28,Ages_40-49_yrs,23342136,20025505,63,54,37058640
2021-06-27,Ages_40-49_yrs,23290576,19911767,62.8,53.7,37058640
2021-06-26,Ages_40-49_yrs,23239821,19789363,62.7,53.4,37058640
2021-06-25,Ages_40-49_yrs,23190673,19718426,62.6,53.2,37058640
2021-06-24,Ages_40-49_yrs,23175938,19677282,62.5,53.1,37058640
2021-06-23,Ages_40-49_yrs,23127047,19618524,62.4,52.9,37058640
2021-06-22,Ages_40-49_yrs,23087197,19570297,62.3,52.8,37058640
2021-06-21,Ages_40-49_yrs,23045078,19516849,62.2,52.7,37058640
2021-06-20,Ages_40-49_yrs,23011947,19468299,62.1,52.5,37058640
2021-06-19,Ages_40-49_yrs,22965094,19400585,62,52.4,37058640
2021-06-18,Ages_40-49_yrs,22907371,19316873,61.8,52.1,37058640
2021-06-17,Ages_40-49_yrs,22855400,19231617,61.7,51.9,37058640
2021-06-16,Ages_40-49_yrs,22750779,19066723,61.4,51.5,37058640
2021-06-15,Ages_40-49_yrs,22708787,18992248,61.3,51.2,37058640
2021-06-14,Ages_40-49_yrs,22650772,18890546,61.1,51,37058640
2021-06-13,Ages_40-49_yrs,22594461,18756646,61,50.6,37058640
2021-06-12,Ages_40-49_yrs,22536142,18657508,60.8,50.3,37058640
2021-06-11,Ages_40-49_yrs,22460143,18534771,60.6,50,37058640
2021-06-10,Ages_40-49_yrs,22422500,18478934,60.5,49.9,37058640
2021-06-09,Ages_40-49_yrs,22379117,18414218,60.4,49.7,37058640
2021-06-08,Ages_40-49_yrs,22339951,18357815,60.3,49.5,37058640
2021-06-07,Ages_40-49_yrs,22285926,18279336,60.1,49.3,37058640
2021-06-06,Ages_40-49_yrs,22225386,18190586,60,49.1,37058640
2021-06-05,Ages_40-49_yrs,22155888,18085458,59.8,48.8,37058640
2021-06-04,Ages_40-49_yrs,22086133,17996989,59.6,48.6,37058640
2021-06-03,Ages_40-49_yrs,22002647,17873301,59.4,48.2,37058640
2021-06-02,Ages_40-49_yrs,21958934,17797915,59.3,48,37058640
2021-06-01,Ages_40-49_yrs,21926411,17753327,59.2,47.9,37058640
2021-05-31,Ages_40-49_yrs,21890582,17711552,59.1,47.8,37058640
2021-05-30,Ages_40-49_yrs,21819715,17621758,58.9,47.6,37058640
2021-05-29,Ages_40-49_yrs,21745563,17510063,58.7,47.2,37058640
2021-05-28,Ages_40-49_yrs,21649076,17366198,58.4,46.9,37058640
2021-05-27,Ages_40-49_yrs,21568927,17245533,58.2,46.5,37058640
2021-05-26,Ages_40-49_yrs,21488653,17092692,58,46.1,37058640
2021-05-25,Ages_40-49_yrs,21402044,16964819,57.8,45.8,37058640
2021-05-24,Ages_40-49_yrs,21346008,16887808,57.6,45.6,37058640
2021-05-23,Ages_40-49_yrs,21272172,16779058,57.4,45.3,37058640
2021-05-22,Ages_40-49_yrs,21170956,16606968,57.1,44.8,37058640
2021-05-21,Ages_40-49_yrs,21024383,16392819,56.7,44.2,37058640
2021-05-20,Ages_40-49_yrs,20899306,16191194,56.4,43.7,37058640
2021-05-19,Ages_40-49_yrs,20783943,16000193,56.1,43.2,37058640
2021-05-18,Ages_40-49_yrs,20694393,15833517,55.8,42.7,37058640
2021-05-17,Ages_40-49_yrs,20630076,15724720,55.7,42.4,37058640
2021-05-16,Ages_40-49_yrs,20555222,15586480,55.5,42.1,37058640
2021-05-15,Ages_40-49_yrs,20449736,15388086,55.2,41.5,37058640
2021-05-14,Ages_40-49_yrs,20324811,15136698,54.8,40.8,37058640
2021-05-13,Ages_40-49_yrs,20230277,14929082,54.6,40.3,37058640
2021-05-12,Ages_40-49_yrs,20125112,14703550,54.3,39.7,37058640
2021-05-11,Ages_40-49_yrs,20040452,14527163,54.1,39.2,37058640
2021-05-10,Ages_40-49_yrs,19937641,14351617,53.8,38.7,37058640
2021-05-09,Ages_40-49_yrs,19817599,14131342,53.5,38.1,37058640
2021-05-08,Ages_40-49_yrs,19685476,13855245,53.1,37.4,37058640
2021-05-07,Ages_40-49_yrs,19536929,13563505,52.7,36.6,37058640
2021-05-06,Ages_40-49_yrs,19363943,13249381,52.3,35.8,37058640
2021-05-05,Ages_40-49_yrs,19182419,12973532,51.8,35,37058640
2021-05-04,Ages_40-49_yrs,19074860,12787333,51.5,34.5,37058640
2021-05-03,Ages_40-49_yrs,19010527,12675788,51.3,34.2,37058640
2021-05-02,Ages_40-49_yrs,18931528,12549995,51.1,33.9,37058640
2021-05-01,Ages_40-49_yrs,18790417,12326500,50.7,33.3,37058640
2021-04-30,Ages_40-49_yrs,18559522,11989134,50.1,32.4,37058640
2021-04-29,Ages_40-49_yrs,18380668,11718451,49.6,31.6,37058640
2021-04-28,Ages_40-49_yrs,18201832,11459684,49.1,30.9,37058640
2021-04-27,Ages_40-49_yrs,18041771,11245905,48.7,30.3,37058640
2021-04-26,Ages_40-49_yrs,17912264,11102175,48.3,30,37058640
2021-04-25,Ages_40-49_yrs,17744059,10898707,47.9,29.4,37058640
2021-04-24,Ages_40-49_yrs,17511522,10607801,47.3,28.6,37058640
2021-04-23,Ages_40-49_yrs,17272301,10300101,46.6,27.8,37058640
2021-04-22,Ages_40-49_yrs,17038003,9996279,46,27,37058640
2021-04-21,Ages_40-49_yrs,16810434,9734964,45.4,26.3,37058640
